,Country,EdLevel,YearsCodePro,Salary
1649,Switzerland,Bachelor’s degree,4.0,104705.0
1650,Sweden,Bachelor’s degree,10.0,59892.0
1652,Denmark,Bachelor’s degree,6.0,64703.0
1655,Italy,Less than a Bachelors,15.0,68537.0
1656,United States of America,Bachelor’s degree,17.0,140000.0
1659,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,48414.0
1661,Austria,Post grad,4.0,57828.0
1663,United States of America,Master’s degree,4.0,117000.0
1664,Germany,Bachelor’s degree,13.0,75177.0
1665,India,Post grad,10.0,24234.0
1666,United States of America,Bachelor’s degree,0.5,61868.0
1668,United Kingdom of Great Britain and Northern Ireland,Post grad,34.0,80690.0
1670,United States of America,Bachelor’s degree,14.0,175000.0
1671,United States of America,Bachelor’s degree,8.0,75000.0
1683,United States of America,Bachelor’s degree,11.0,168000.0
1687,Canada,Bachelor’s degree,23.0,111527.0
1688,Austria,Less than a Bachelors,6.0,56522.0
1691,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,40.0,91862.0
1695,Canada,Bachelor’s degree,4.0,111527.0
1699,United States of America,Less than a Bachelors,15.0,130000.0
1701,Germany,Bachelor’s degree,4.0,66396.0
1705,Germany,Master’s degree,5.0,96381.0
1707,United States of America,Master’s degree,40.0,185000.0
1710,Switzerland,Master’s degree,3.0,126749.0
1711,Brazil,Less than a Bachelors,17.0,51600.0
1712,Italy,Post grad,18.0,37481.0
1713,United States of America,Bachelor’s degree,10.0,170000.0
1720,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,121035.0
1723,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,58966.0
1727,Canada,Master’s degree,26.0,111527.0
1733,United States of America,Less than a Bachelors,6.0,165000.0
1737,United States of America,Bachelor’s degree,16.0,168000.0
1738,Germany,Master’s degree,4.0,64254.0
1739,United States of America,Bachelor’s degree,2.0,130000.0
1740,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,148966.0
1741,Germany,Master’s degree,9.0,71750.0
1747,Canada,Bachelor’s degree,10.0,63199.0
1752,United States of America,Bachelor’s degree,10.0,80000.0
1755,Italy,Bachelor’s degree,20.0,93168.0
1756,United States of America,Bachelor’s degree,11.0,117000.0
1761,United States of America,Bachelor’s degree,23.0,150000.0
1763,Canada,Bachelor’s degree,27.0,137550.0
1764,United States of America,Bachelor’s degree,15.0,39999.0
1769,United States of America,Bachelor’s degree,8.0,110000.0
1771,United States of America,Less than a Bachelors,15.0,275000.0
1772,Canada,Less than a Bachelors,2.0,118962.0
1774,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,124138.0
1775,United States of America,Bachelor’s degree,20.0,138000.0
1776,Brazil,Bachelor’s degree,5.0,20288.0
1777,United States of America,Master’s degree,7.0,103000.0
1779,Poland,Bachelor’s degree,7.0,79588.0
1784,Switzerland,Less than a Bachelors,3.0,110216.0
1785,Israel,Bachelor’s degree,0.5,86598.0
1787,Germany,Master’s degree,5.0,23560.0
1789,United States of America,Bachelor’s degree,3.0,82000.0
1791,United States of America,Less than a Bachelors,4.0,120000.0
1794,Germany,Master’s degree,23.0,107090.0
1802,Canada,Bachelor’s degree,10.0,96657.0
1804,United States of America,Bachelor’s degree,22.0,225000.0
1805,United States of America,Master’s degree,5.0,115000.0
1806,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,49655.0
1807,United States of America,Master’s degree,8.0,175000.0
1808,United States of America,Less than a Bachelors,23.0,85000.0
1809,Australia,Master’s degree,16.0,165260.0
1811,United States of America,Bachelor’s degree,16.0,155000.0
1812,Italy,Post grad,3.0,42836.0
1815,Spain,Master’s degree,23.0,48190.0
1817,India,Bachelor’s degree,10.0,48468.0
1824,United States of America,Master’s degree,23.0,235000.0
1828,Germany,Less than a Bachelors,3.0,50868.0
1830,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,62069.0
1833,Italy,Less than a Bachelors,13.0,37481.0
1835,Denmark,Less than a Bachelors,2.0,70742.0
1839,United States of America,Bachelor’s degree,4.0,160000.0
1840,Denmark,Bachelor’s degree,0.5,56076.0
1841,Spain,Bachelor’s degree,15.0,54616.0
1842,United States of America,Bachelor’s degree,24.0,135000.0
1848,Germany,Master’s degree,25.0,69608.0
1859,Australia,Bachelor’s degree,10.0,59494.0
1861,Spain,Master’s degree,8.0,66396.0
1862,Germany,Less than a Bachelors,8.0,48833.0
1865,Spain,Bachelor’s degree,2.0,26772.0
1867,Netherlands,Bachelor’s degree,4.0,39516.0
1868,Poland,Master’s degree,9.0,107668.0
1872,Germany,Master’s degree,2.0,55687.0
1873,United States of America,Bachelor’s degree,8.0,200000.0
1874,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,86897.0
1879,Denmark,Master’s degree,4.0,104819.0
1881,United States of America,Bachelor’s degree,20.0,83000.0
1889,United States of America,Less than a Bachelors,0.5,160000.0
1891,United States of America,Bachelor’s degree,10.0,175000.0
1892,Canada,Bachelor’s degree,7.0,104092.0
1894,France,Master’s degree,3.0,42407.0
1897,United States of America,Bachelor’s degree,16.0,130000.0
1903,Netherlands,Master’s degree,30.0,64254.0
1904,India,Master’s degree,3.0,36351.0
1908,United Kingdom of Great Britain and Northern Ireland,Post grad,0.5,52138.0
1910,Canada,Less than a Bachelors,5.0,78069.0
1916,Italy,Less than a Bachelors,8.0,42836.0
1917,Portugal,Less than a Bachelors,16.0,53545.0
1927,France,Master’s degree,4.0,44978.0
1928,Switzerland,Master’s degree,23.0,154303.0
1930,Australia,Bachelor’s degree,0.5,78003.0
1933,Switzerland,Less than a Bachelors,13.0,196185.0
1934,Denmark,Bachelor’s degree,5.0,92022.0
1936,United States of America,Bachelor’s degree,2.0,85000.0
1940,United States of America,Bachelor’s degree,10.0,250000.0
1941,France,Master’s degree,6.0,68537.0
1942,United States of America,Master’s degree,13.0,200000.0
1946,Germany,Less than a Bachelors,21.0,69608.0
1947,United States of America,Bachelor’s degree,2.0,76000.0
1948,Portugal,Master’s degree,20.0,42836.0
1949,Australia,Bachelor’s degree,4.0,79325.0
1957,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,40345.0
1958,Germany,Post grad,6.0,87813.0
1962,United States of America,Less than a Bachelors,4.0,93600.0
1968,United States of America,Less than a Bachelors,12.0,138000.0
1969,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,29.0,93104.0
1970,Italy,Bachelor’s degree,10.0,66396.0
1971,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,111724.0
1972,Germany,Bachelor’s degree,5.0,59970.0
1975,Spain,Bachelor’s degree,3.0,28914.0
1977,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,74483.0
1979,Sweden,Bachelor’s degree,19.0,92141.0
1980,Sweden,Master’s degree,4.0,61919.0
1982,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,126621.0
1983,Italy,Less than a Bachelors,14.0,85672.0
1984,United States of America,Bachelor’s degree,33.0,180000.0
1989,United States of America,Post grad,3.0,110000.0
1991,Netherlands,Bachelor’s degree,5.0,46049.0
1992,Canada,Bachelor’s degree,2.0,74351.0
1993,Austria,Master’s degree,5.0,80317.0
2000,United States of America,Master’s degree,4.0,138000.0
2003,United States of America,Bachelor’s degree,4.0,94000.0
2005,United States of America,Less than a Bachelors,7.0,150000.0
2006,United States of America,Less than a Bachelors,13.0,250000.0
2007,Germany,Master’s degree,6.0,107090.0
2010,United States of America,Bachelor’s degree,7.0,162000.0
2014,United States of America,Master’s degree,18.0,170000.0
2017,United States of America,Less than a Bachelors,5.0,150000.0
2020,Germany,Less than a Bachelors,2.0,49261.0
2023,Germany,Master’s degree,20.0,182052.0
2025,Italy,Bachelor’s degree,7.0,46049.0
2027,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,37241.0
2035,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,105517.0
2036,United States of America,Master’s degree,30.0,120000.0
2037,Poland,Bachelor’s degree,2.0,31104.0
2040,United States of America,Less than a Bachelors,3.0,60000.0
2044,Germany,Less than a Bachelors,6.0,77104.0
2046,Canada,Bachelor’s degree,10.0,96657.0
2047,United States of America,Bachelor’s degree,17.0,200000.0
2052,United States of America,Bachelor’s degree,2.0,146000.0
2057,India,Bachelor’s degree,2.0,36351.0
2060,United States of America,Bachelor’s degree,4.0,100000.0
2062,Austria,Master’s degree,16.0,96381.0
2069,United States of America,Less than a Bachelors,26.0,168000.0
2075,United States of America,Bachelor’s degree,19.0,125000.0
2077,Germany,Bachelor’s degree,5.0,51403.0
2078,Germany,Bachelor’s degree,5.0,51938.0
2079,Germany,Bachelor’s degree,12.0,88884.0
2081,United States of America,Bachelor’s degree,6.0,140000.0
2084,Sweden,Master’s degree,4.0,71317.0
2085,Canada,Bachelor’s degree,5.0,72864.0
2086,Germany,Bachelor’s degree,5.0,58899.0
2087,United States of America,Bachelor’s degree,12.0,130000.0
2088,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,130345.0
2089,United States of America,Master’s degree,27.0,204000.0
2090,Spain,Post grad,18.0,112444.0
2092,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,99311.0
2093,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,72000.0
2094,Spain,Bachelor’s degree,10.0,73892.0
2101,Germany,Post grad,20.0,80317.0
2103,United States of America,Bachelor’s degree,22.0,120000.0
2105,Germany,Master’s degree,10.0,107090.0
2108,United States of America,Less than a Bachelors,27.0,135000.0
2109,Switzerland,Bachelor’s degree,3.0,99195.0
2112,United States of America,Bachelor’s degree,3.0,125000.0
2113,Germany,Master’s degree,7.0,77104.0
2116,Israel,Bachelor’s degree,25.0,173731.0
2118,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,55862.0
2123,Italy,Bachelor’s degree,23.0,44978.0
2124,Germany,Less than a Bachelors,9.0,70679.0
2132,Germany,Less than a Bachelors,13.0,80317.0
2135,United States of America,Master’s degree,15.0,200000.0
2136,United States of America,Master’s degree,36.0,150000.0
2138,United States of America,Bachelor’s degree,27.0,126000.0
2139,Italy,Bachelor’s degree,4.0,34269.0
2144,United States of America,Bachelor’s degree,17.0,150000.0
2146,Canada,Less than a Bachelors,4.0,75467.0
2152,Australia,Master’s degree,4.0,93868.0
2155,United States of America,Master’s degree,3.0,66950.0
2156,Germany,Bachelor’s degree,6.0,62112.0
2159,Canada,Bachelor’s degree,32.0,96657.0
2160,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,45931.0
2166,United States of America,Bachelor’s degree,5.0,65000.0
2170,United States of America,Master’s degree,33.0,190000.0
2171,Germany,Master’s degree,8.0,74963.0
2173,United States of America,Bachelor’s degree,25.0,225000.0
2177,Austria,Master’s degree,18.0,64254.0
2178,Germany,Master’s degree,18.0,97451.0
2180,United States of America,Bachelor’s degree,0.5,75000.0
2181,Netherlands,Less than a Bachelors,13.0,85672.0
2184,Italy,Bachelor’s degree,4.0,41122.0
2187,Canada,Bachelor’s degree,12.0,84389.0
2191,United States of America,Bachelor’s degree,8.0,130000.0
2192,United Kingdom of Great Britain and Northern Ireland,Post grad,9.0,81931.0
2193,United States of America,Bachelor’s degree,12.0,220000.0
2195,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,95586.0
2197,Germany,Master’s degree,5.0,96381.0
2204,United States of America,Bachelor’s degree,2.0,100000.0
2208,Poland,Post grad,22.0,71779.0
2209,Germany,Master’s degree,5.0,74963.0
2211,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,86897.0
2213,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,74483.0
2214,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,46924.0
2215,Germany,Less than a Bachelors,0.5,41229.0
2217,Netherlands,Bachelor’s degree,4.0,44978.0
2220,Denmark,Post grad,7.0,89722.0
2221,Germany,Less than a Bachelors,34.0,52474.0
2224,United States of America,Bachelor’s degree,24.0,170000.0
2230,United States of America,Bachelor’s degree,4.0,120000.0
2231,United States of America,Bachelor’s degree,7.0,135000.0
2232,United States of America,Bachelor’s degree,33.0,215000.0
2241,France,Less than a Bachelors,1.0,42836.0
2245,Canada,Bachelor’s degree,0.5,59481.0
2246,United States of America,Less than a Bachelors,7.0,130000.0
2247,Sweden,Less than a Bachelors,0.5,43359.0
2251,Canada,Bachelor’s degree,6.0,148703.0
2252,Sweden,Less than a Bachelors,15.0,64499.0
2256,Canada,Bachelor’s degree,11.0,178443.0
2262,Poland,Master’s degree,16.0,63404.0
2266,Austria,Master’s degree,3.0,71750.0
2267,Denmark,Less than a Bachelors,10.0,194109.0
2268,United States of America,Bachelor’s degree,23.0,132000.0
2270,United States of America,Post grad,15.0,90000.0
2272,Canada,Less than a Bachelors,5.0,85504.0
2274,Germany,Master’s degree,2.0,54616.0
2275,Australia,Bachelor’s degree,15.0,99156.0
2276,United States of America,Bachelor’s degree,13.0,250000.0
2279,Austria,Master’s degree,28.0,89955.0
2286,United States of America,Master’s degree,17.0,200000.0
2288,Germany,Bachelor’s degree,5.0,58899.0
2293,Germany,Master’s degree,14.0,99593.0
2296,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,9.0,59586.0
2298,Italy,Less than a Bachelors,5.0,26772.0
2304,Netherlands,Master’s degree,15.0,107090.0
2309,Germany,Master’s degree,25.0,74963.0
2311,United States of America,Master’s degree,12.0,120000.0
2313,Portugal,Less than a Bachelors,17.0,91026.0
2314,Germany,Less than a Bachelors,3.0,43693.0
2315,Germany,Master’s degree,25.0,85672.0
2316,United States of America,Post grad,32.0,200000.0
2317,United States of America,Master’s degree,25.0,200000.0
2320,France,Master’s degree,16.0,107091.0
2323,Germany,Less than a Bachelors,4.0,64254.0
2324,Canada,Bachelor’s degree,30.0,100374.0
2325,Italy,Bachelor’s degree,15.0,53545.0
2326,United States of America,Bachelor’s degree,11.0,100000.0
2331,United States of America,Bachelor’s degree,23.0,160000.0
2333,Denmark,Bachelor’s degree,1.0,54638.0
2334,United States of America,Bachelor’s degree,11.0,90000.0
2335,United States of America,Bachelor’s degree,13.0,216000.0
2340,United States of America,Bachelor’s degree,6.0,152000.0
2341,Switzerland,Post grad,10.0,146588.0
2344,United States of America,Master’s degree,28.0,135000.0
2345,Italy,Bachelor’s degree,9.0,93168.0
2346,United States of America,Master’s degree,7.0,240000.0
2354,Germany,Less than a Bachelors,28.0,88349.0
2358,United States of America,Bachelor’s degree,18.0,230000.0
2360,United States of America,Less than a Bachelors,3.0,60000.0
2363,United States of America,Bachelor’s degree,6.0,112140.0
2364,United States of America,Less than a Bachelors,14.0,150000.0
2366,United States of America,Master’s degree,3.0,140000.0
2371,United States of America,Less than a Bachelors,36.0,140000.0
2372,United States of America,Less than a Bachelors,11.0,45000.0
2378,Brazil,Bachelor’s degree,5.0,40575.0
2381,Germany,Master’s degree,7.0,53545.0
2383,United States of America,Bachelor’s degree,44.0,100000.0
2385,Italy,Master’s degree,14.0,69608.0
2386,United States of America,Bachelor’s degree,7.0,126000.0
2389,Spain,Bachelor’s degree,3.0,35340.0
2395,United States of America,Bachelor’s degree,1.0,91000.0
2399,Italy,Bachelor’s degree,2.0,39088.0
2405,France,Master’s degree,4.0,53545.0
2409,Israel,Bachelor’s degree,3.0,81787.0
2410,United States of America,Bachelor’s degree,7.0,132000.0
2411,Italy,Bachelor’s degree,5.0,88884.0
2412,United States of America,Master’s degree,10.0,190000.0
2413,Israel,Less than a Bachelors,0.5,67466.0
2415,Germany,Less than a Bachelors,13.0,38552.0
2416,United States of America,Master’s degree,5.0,200000.0
2421,Netherlands,Less than a Bachelors,37.0,70679.0
2422,Germany,Post grad,13.0,92097.0
2423,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,186207.0
2424,Italy,Master’s degree,2.0,34804.0
2430,United States of America,Master’s degree,20.0,165000.0
2431,Portugal,Master’s degree,8.0,64254.0
2438,United States of America,Bachelor’s degree,6.0,150000.0
2439,Canada,Less than a Bachelors,1.0,47585.0
2441,United States of America,Bachelor’s degree,9.0,93000.0
2443,United States of America,Bachelor’s degree,24.0,250000.0
2446,United States of America,Master’s degree,20.0,185000.0
2448,Germany,Master’s degree,15.0,48190.0
2449,United States of America,Bachelor’s degree,0.5,75000.0
2450,Germany,Bachelor’s degree,6.0,59970.0
2453,United States of America,Less than a Bachelors,8.0,170000.0
2454,Germany,Master’s degree,9.0,107090.0
2457,Canada,Bachelor’s degree,10.0,89222.0
2458,United States of America,Bachelor’s degree,24.0,125000.0
2462,Israel,Less than a Bachelors,3.0,66820.0
2463,Germany,Master’s degree,3.0,59970.0
